product_id,title,product_type,price,image_url,visual_description,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,marketing_copy,gender,creative_collections,utility_collections
9175876108515,Trippy Abstract AOP Hoodie — Neon Pink & Obsidian 310GSM Cotton Pullover,Hoodie,85.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/3ad0e97b-il_fullxfull.7739804345_2tig.png?v=1779104843,Abstract art aop print in neon tones; full edge-to-edge sublimation coverage on Hoodie,art kid fashion,main character energy,hyperpop streetwear,festival core 2026,all over print,AOP fashion,streetwear,graphic print,bold print,alt fashion,wearable art,festival outfit,Not a vibe. A seismic event.,Guys+Girls,Maximalist Motifs|Boundless Bleeds|Cognitive Drift|StreetsmART|Static Frequency|Chromatic Overload,
9175876141283,"Maximalist AOP Men's Stretch Henley Shirt | Ribbed Polyester Long Sleeve — Tailored Statement Top for Artists, Studio-to-Gallery Days (XS–5XL)",Henley Shirt,47.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/4930b2e4-il_fullxfull.7755135991_qf3k.png?v=1778723314,All-over print in red tones; full edge-to-edge sublimation coverage on Henley Shirt,dopamine dressing,wearable art movement,eclectic maximalism,chromatic therapy,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,When mundane isn't in your vocabulary.,Guys,Boundless Bleeds|Cognitive Drift|Maximalist Motifs,
9175876174051,Psychedelic Tie Dye Crop Top | Neon Spiral Rave Tank,Crop Top,33.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/3a9be5a7-il_fullxfull.7691826818_3qdd.png?v=1779047856,Hand-dyed spiral tie-dye pattern in neon tones; full edge-to-edge sublimation coverage on Crop Top,weird girl aesthetic,dopamine dressing,festival core 2026,vivid aura aesthetic,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,Wear the spiral. Become the spiral.,Girls,Boundless Bleeds|Cognitive Drift|Static Frequency|Chromatic Overload|Color Riot|Maximalist Motifs,
9175876206819,"Graffiti AOP Cargo Pants for Urban Explorers — Abstract Splatter Utility Trousers, Cybercore Streetwear Bottoms, Festival Rave Pants, Skater Alt Fashion, Men's Wearable Art Cargos",Cargo Pants,60.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/60d8d327-il_fullxfull.7739783655_33cn.png?v=1778389212,Graffiti-style street art print in vivid multicolor tones; full edge-to-edge sublimation coverage on Cargo Pants,dopamine dressing,eclectic maximalism,art kid fashion,main character energy,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,Carry the city on your back. Wear the walls that shaped you.,Guys,Static Frequency|Boundless Bleeds|StreetsmART|Maximalist Motifs|Transcendent Artifacts,
9175876239587,"Magnetic Sea AOP Thicken Fleece Pullover Hoodie — Dyles Mavis Bold Rainbow Spiral, Boundless Bleeds Festival Streetwear, Neon Burning Man Statement Layer",Hoodie,59.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/magentic-sea-aop-thicken-pullover-hoodie-8197005.png?v=1777788787,"Concentric swirl/spiral full-bleed print in rainbow, neon tones; full edge-to-edge sublimation coverage on Hoodie",art kid fashion,main character energy,hyperpop streetwear,festival core 2026,all over print,AOP fashion,streetwear,graphic print,bold print,alt fashion,wearable art,festival outfit,"Infinite pattern, infinite potential. Wear it.",Guys+Girls,Boundless Bleeds|Static Frequency|Maximalist Motifs|Chromatic Overload|StreetsmART|Cognitive Drift,
9175876272355,"Maximalist AOP Unisex Lantern Pants | Carrot-Cut Tapered Trousers with Elastic Waist — Festival, Floaty Summer & Statement Streetwear Bottoms (XS–3XL)",Lantern Pants,75.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/9e435d03-il_fullxfull.7739783827_7spr.png?v=1778723017,All-over print in red tones; full edge-to-edge sublimation coverage on Lantern Pants,dopamine dressing,eclectic maximalism,art kid fashion,main character energy,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,Curated chaos for the aesthetically enlightened.,Guys+Girls,Boundless Bleeds|StreetsmART|Cognitive Drift|Maximalist Motifs|Transcendent Artifacts,
9175876305123,"Vibrant Vigilante AOP Men's Slub Cotton Dress Shirt | 125gsm Antibacterial Maximalist Button-Down for Wine Country, Gallery Nights & Main Character Energy (XS–5XL)",Button-Up Shirt,83.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/dae97331-il_fullxfull.7724272637_6eur.png?v=1779090987,All-over print in vivid multicolor tones; full edge-to-edge sublimation coverage on Button-Up Shirt,dopamine dressing,wearable art movement,eclectic maximalism,chromatic therapy,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,When mundane isn't in your vocabulary.,Guys,StreetsmART|Boundless Bleeds|Maximalist Motifs|Transcendent Artifacts|Chromatic Overload,
9175876337891,"Maximalist Heavyweight Crewneck for Art Collectors — Abstract AOP Sweatshirt, 310gsm Cotton Statement Piece, Gallery-Ready Streetwear, Wearable Fine Art, Unisex Bold Print",Sweatshirt,85.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/abstract-all-over-print-sweatshirt-heavyweight-cotton-crewneck-4028315.png?v=1778286067,Abstract art aop print in vivid multicolor tones; full edge-to-edge sublimation coverage on Sweatshirt,art kid fashion,eclectic maximalism,main character energy,serotonin boost fashion,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,Art shouldn't stay on walls. Let it walk.,Guys+Girls,Boundless Bleeds|Maximalist Motifs|StreetsmART|Static Frequency,
9175876370659,"Reversible Bucket Hat • Psychedelic Kaleidoscope, Graffiti Print",Bucket Hat,35.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/21730859-il_fullxfull.7751805807_nrpi_3450a53f-fa76-4bde-901e-2c73be3cfb97.png?v=1779047979,Graffiti-style street art print in vivid multicolor tones; full edge-to-edge sublimation coverage on Bucket Hat,main character energy,festival core 2026,art kid fashion,hyperpop streetwear,all over print,AOP fashion,festival outfit,streetwear,statement piece,graphic print,alt fashion,unique gift,Carry the city on your back. Wear the walls that shaped you.,Guys+Girls,Boundless Bleeds|Cognitive Drift|Static Frequency|Hypnagogic|StreetsmART|Maximalist Motifs,Accessories
9175876403427,"Maximalist iPhone Case for Earthy Aesthetic Lovers — Abstract Chalk Stone AOP Cover, Shockproof Lexan Phone Armor, Gorpcore Tech Accessory, Wearable Art for Your Phone",Phone Case,28.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/bd2c672d-il_fullxfull.7704671392_4wxz.png?v=1778424794,Abstract art aop print in vivid multicolor tones; full edge-to-edge sublimation coverage on Phone Case,post-internet fashion,dopamine dressing,neuro-spicy style,vivid aura aesthetic,AOP fashion,statement piece,graphic print,alt fashion,indie aesthetic,unique gift,maximalist fashion,bold print,Accessories: the punctuation of fashion.,Guys+Girls,StreetsmART|Boundless Bleeds|Primal Prints|Static Frequency|Cognitive Drift|Cosmic Debris,Accessories
9175876436195,"Graffiti Print Cotton Poplin Shirt for Creative Directors and Urban Stylists — Antibacterial AOP Designer Workwear, Smart-Casual Street Art Statement, Professional Rebel Menswear",Button-Up Shirt,59.58,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/1c425b8e-il_fullxfull.7676323200_awiu.jpg?v=1774790831,Graffiti-style street art print in vivid multicolor tones; full edge-to-edge sublimation coverage on Button-Up Shirt,dopamine dressing,wearable art movement,eclectic maximalism,chromatic therapy,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,The spray can is mightier than the sword. Wear the proof.,Guys,StreetsmART|Boundless Bleeds|Chromatic Overload,
9175876468963,Retro-Futurist Space Capsule Pet Bed - Waterproof Mid-Century Modern Cat House & Designer Puppy Lounge,Pet Bed,20.4,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/731eea14-il_fullxfull.7733045501_3zp2.jpg?v=1774790952,Space/galaxy cosmic art print in vivid multicolor tones; full edge-to-edge sublimation coverage on Pet Bed,main character energy,festival core 2026,art kid fashion,hyperpop streetwear,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,"Astral projection, but make it fashion.",Guys+Girls,Cosmic Debris|Astral Syntax|Avant-Kindergarden™|Vibe-Checked Vectors,Home & Living|Accessories
9175876501731,"Psychedelic Graffiti AOP Snapback for Rave Festival Street Art Collectors — Bold Weirdcore Hip-Hop Hat, Hypebeast Maximalist Cap, Statement Streetwear Headwear",Snapback Cap,33.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/c91f2247-il_fullxfull.7724268411_eiuz.png?v=1779048875,Graffiti-style street art print in vivid multicolor tones; full edge-to-edge sublimation coverage on Snapback Cap,main character energy,festival core 2026,art kid fashion,hyperpop streetwear,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,"The streets called — they want their art back. Too bad, it's yours now.",Guys+Girls,StreetsmART|Static Frequency|Boundless Bleeds|Cognitive Drift|Maximalist Motifs|Transcendent Artifacts,Accessories
9175876534499,Vibrant Abstract Splash MagSafe Case - Bold Maximalist Tough Phone Cover for Edgy Alt-Fashion Aesthetics,Phone Case,45.88,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/353cc03d-il_fullxfull.7704672230_3ivv.jpg?v=1774455744,Abstract art aop print in vivid multicolor tones; full edge-to-edge sublimation coverage on Phone Case,post-internet fashion,dopamine dressing,neuro-spicy style,vivid aura aesthetic,AOP fashion,statement piece,graphic print,alt fashion,indie aesthetic,unique gift,maximalist fashion,bold print,Every outfit has a finishing move. This is it.,Guys+Girls,Static Frequency|Chromatic Overload|Maximalist Motifs|Transcendent Artifacts,Accessories
9175876567267,"Maximalist Zany-Stitch AOP Bucket Hat for Eccentric Sun-Seekers — Bold USA-Made Print, Color Pop Festival Headwear, Influencer-Worthy Summer Statement Hat",Bucket Hat,30.6,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/462b2c12-il_fullxfull.7732932235_bhb4.jpg?v=1774790832,All-over print in vivid multicolor tones; full edge-to-edge sublimation coverage on Bucket Hat,main character energy,festival core 2026,art kid fashion,hyperpop streetwear,all over print,AOP fashion,festival outfit,streetwear,statement piece,graphic print,alt fashion,unique gift,Accessories: the punctuation of fashion.,Guys+Girls,StreetsmART|Boundless Bleeds|Maximalist Motifs|Chromatic Overload,Accessories
9175876600035,Velvet Ambrosia Explosive AOP Full-Zip Hoodie - Luxury Maximalist Streetwear - Heavyweight Designer Parka,Zip-Up Hoodie,81.35,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/c05f7b11-il_fullxfull.7685058328_1zto.jpg?v=1774790953,All-over print in vivid multicolor tones; full edge-to-edge sublimation coverage on Zip-Up Hoodie,art kid fashion,main character energy,hyperpop streetwear,festival core 2026,all over print,AOP fashion,streetwear,graphic print,bold print,alt fashion,wearable art,festival outfit,Curated chaos for the aesthetically enlightened.,Guys+Girls,StreetsmART|Boundless Bleeds|Maximalist Motifs|Tacticolor,
9175876632803,"Electric Maximalist AOP Phone Case for Creative Visionaries — Dual-Layer Polycarbonate TPU, Fade-Resistant Bold Print, Wireless Charging Compatible, Raised Edge Screen Guard",Phone Case,42.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/55f68b16-il_fullxfull.7724269509_mdpi.jpg?v=1774455784,All-over print in vivid multicolor tones; full edge-to-edge sublimation coverage on Phone Case,post-internet fashion,dopamine dressing,neuro-spicy style,vivid aura aesthetic,AOP fashion,statement piece,graphic print,alt fashion,indie aesthetic,unique gift,maximalist fashion,bold print,Electric wasn't built to be hidden.,Guys+Girls,Static Frequency|Cognitive Drift|Maximalist Motifs|Boundless Bleeds|Transcendent Artifacts|Chromatic Overload,Accessories
9175876665571,"Graffiti Art Crossbody Fanny Pack | Maximalist Waterproof Sling Bag for Festivals, Raves & Travel",Fanny Pack,42.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/4bd09f77-il_fullxfull.7685103084_tt5e.jpg?v=1774790765,Graffiti-style street art print in vivid multicolor tones; full edge-to-edge sublimation coverage on Fanny Pack,festival core 2026,main character energy,dopamine dressing,chromatic therapy,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,"The streets called — they want their art back. Too bad, it's yours now.",Guys+Girls,StreetsmART|Boundless Bleeds|Maximalist Motifs|Chromatic Overload,Accessories
9175876698339,"Graffiti Art AOP Snapback for Urban Streetwear Collectors — Monochrome Hip-Hop Tag Print, 90s B-Boy Breakdance Cap, Bold Skater Statement Headwear",Snapback Cap,29.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/92ac7caa-il_fullxfull.7704680306_epuy.jpg?v=1774790771,Graffiti-style street art print in chrome tones; full edge-to-edge sublimation coverage on Snapback Cap,main character energy,festival core 2026,art kid fashion,hyperpop streetwear,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,Carry the city on your back. Wear the walls that shaped you.,Guys+Girls,StreetsmART|Boundless Bleeds|Static Frequency|Transcendent Artifacts,Accessories
9175876731107,"Sacred Geometry Kaftan | Psychedelic Bohemian Goddess Robe for Meditation, Retreats & Luxury Lounging",Kaftan,72.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/1878608f-il_fullxfull.7676323676_oco4.png?v=1778723797,Psychedelic full-coverage print in red tones; full edge-to-edge sublimation coverage on Kaftan,wearable art movement,eclectic maximalism,serotonin boost fashion,quiet chaos aesthetic,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,Wear what your pineal gland dreams about.,Girls,Boundless Bleeds|Transcendent Artifacts|Cognitive Drift|Chromatic Overload,
9175876763875,Tie-Dye Cotton Midi Dress - Radial Pastel Long Sleeve Boho Gown,Dress,65.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/74058024-il_fullxfull.7752833237_7arf.png?v=1779077818,Hand-dyed spiral tie-dye pattern in pastel tones; full edge-to-edge sublimation coverage on Dress,weird girl aesthetic,wearable art movement,dopamine dressing,chromatic therapy,all over print,AOP fashion,wearable art,festival outfit,indie aesthetic,statement piece,graphic print,alt fashion,The counterculture grew up. Still wears tie-dye.,Girls,Boundless Bleeds|Hypnagogic|StreetsmART|Cognitive Drift|Maximalist Motifs,
9175876796643,"Neon Zebra Psychedelic Joggers for Festival Shuffling and Bold Dressers — Elastic Waist Cotton Streetwear Pants, Electric Animal Print Rave Bottoms, Party Primal Prints",Joggers,65.0,https://cdn.shopify.com/s/files/1/0788/2358/8067/files/bad51ed5-il_fullxfull.7724269477_22y6.jpg?v=1774790826,Psychedelic full-coverage print in neon tones; full edge-to-edge sublimation coverage on Joggers,dopamine dressing,eclectic maximalism,art kid fashion,main character energy,all over print,AOP fashion,festival outfit,rave wear,streetwear,statement piece,graphic print,bold print,Close your eyes. Open your wardrobe. Same difference.,Girls,Static Frequency|Chromatic Overload|StreetsmART|Boundless Bleeds|Primal Prints|Cognitive Drift,
